BAD,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,LoanValueRatio,JOB_missing,YOJ_missing,DEROG_missing,DELINQ_missing,NINQ_missing,DEBTINC_missing,LoanValueRatio_missing
0,HomeImp,Other,6.0,0.0,0.0,132.75248959,0.0,34.0,37.588199542,1.1018630901808473,0,0,0,0,0,0,0
0,HomeImp,Office,9.0,3.0,1.0,242.38901624,1.0,29.0,34.690361253,0.804864761800997,0,0,0,0,0,0,0
0,DebtCon,Other,16.0,,,130.8860074,3.0,15.0,26.835043413,0.7950671706543528,0,0,1,1,0,0,0
0,DebtCon,Other,12.0,0.0,0.0,229.51274114,1.0,32.0,37.923088094,0.8058378049244587,0,0,0,0,0,0,0
0,DebtCon,Other,2.0,0.0,1.0,106.88889374,3.0,18.0,36.618660862,0.8702241656207403,0,0,0,0,0,0,0
0,DebtCon,ProfExe,5.0,0.0,1.0,230.30325656,0.0,9.0,23.773610404,0.5606436846616767,0,0,0,0,0,0,0
0,HomeImp,Self,14.0,0.0,0.0,0.5071145295,,8.0,19.969628699,0.4290314436648232,0,0,0,0,1,0,0
0,DebtCon,Mgr,1.0,0.0,0.0,83.835338491,2.0,24.0,37.434615355,0.8488005721686351,0,0,0,0,0,0,0
0,HomeImp,Other,,,,316.5253028,,11.0,29.646665996,,0,1,1,1,1,0,1
0,HomeImp,Other,10.0,0.0,0.0,101.47266767,2.0,33.0,36.878297002,0.958644492295475,0,0,0,0,0,0,0
0,HomeImp,Mgr,2.0,0.0,1.0,122.70553687,0.0,23.0,28.896101856,0.8333546587506717,0,0,0,0,0,0,0
0,HomeImp,Other,4.0,0.0,0.0,258.33461797,2.0,16.0,36.035712866,0.9089516151705137,0,0,0,0,0,0,0
0,HomeImp,Other,17.0,0.0,0.0,171.41365835,0.0,29.0,25.621650412,0.7320368747434631,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,4.0,0.0,,0.0,4.0,31.290118994,0.9576797647687784,0,0,0,0,0,0,0
0,DebtCon,ProfExe,7.0,0.0,0.0,32.41493353,2.0,24.0,39.37186986,1.0097423951767608,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,0.0,1.0,91.141218712,0.0,19.0,38.657640295,0.9923472500653708,0,0,0,0,0,0,0
0,DebtCon,Office,4.0,0.0,0.0,85.900936244,1.0,14.0,26.331619061,0.8882408917890158,0,0,0,0,0,0,0
1,DebtCon,Other,,0.0,0.0,176.36783901,3.0,30.0,53.178911112,0.395295625114406,0,1,0,0,0,0,0
0,HomeImp,Other,3.0,0.0,0.0,239.43363997,1.0,17.0,38.473075274,0.9322049611294317,0,0,0,0,0,0,0
0,DebtCon,Other,11.0,0.0,0.0,229.5228444,1.0,31.0,37.297432095,0.781107895824721,0,0,0,0,0,0,0
0,HomeImp,Self,14.0,0.0,0.0,20.214194867,,7.0,19.799427915,0.4347735042318818,0,0,0,0,1,0,0
0,DebtCon,Office,15.0,0.0,1.0,90.957899517,0.0,8.0,27.35463407,0.9184175110389394,0,0,0,0,0,0,0
1,DebtCon,ProfExe,1.0,0.0,0.0,51.648705242,0.0,2.0,28.622632092,0.9350471163282612,0,0,0,0,0,0,0
0,DebtCon,ProfExe,5.0,0.0,0.0,107.33302454,0.0,25.0,33.524879599,0.8592692967057785,0,0,0,0,0,0,0
0,HomeImp,Office,0.0,0.0,0.0,111.53162529,1.0,29.0,37.588195648,1.0471793470837318,0,0,0,0,0,0,0
0,HomeImp,Other,29.0,1.0,3.0,188.93333333,1.0,24.0,,0.95,0,0,0,0,0,1,0
0,DebtCon,ProfExe,16.0,,1.0,180.63333333,1.0,33.0,,0.8999084460389886,0,0,1,0,0,1,0
1,DebtCon,Self,2.0,0.0,0.0,154.2,2.0,26.0,,0.855191256830601,0,0,0,0,0,1,0
0,DebtCon,Other,4.0,0.0,0.0,256.68058385,0.0,12.0,24.496286322,0.4986843518419074,0,0,0,0,0,0,0
0,HomeImp,ProfExe,1.0,0.0,0.0,130.76638619,0.0,14.0,25.622610897,0.5774013458729748,0,0,0,0,0,0,0
1,DebtCon,Mgr,0.0,2.0,0.0,94.805235749,0.0,12.0,38.211305102,0.9576503859070288,0,0,0,0,0,0,0
0,DebtCon,Office,4.0,0.0,0.0,85.801476116,2.0,15.0,24.594992574,0.8275016516745439,0,0,0,0,0,0,0
0,DebtCon,ProfExe,4.0,0.0,0.0,210.43553362,0.0,10.0,25.042108535,0.49868073878627966,0,0,0,0,0,0,0
0,HomeImp,ProfExe,2.0,0.0,0.0,126.93937738,1.0,15.0,27.992051659,0.5367697875745672,0,0,0,0,0,0,0
0,DebtCon,Office,1.0,0.0,0.0,246.09476485,0.0,36.0,17.257117147,0.7742754057819896,0,0,0,0,0,0,0
0,DebtCon,ProfExe,3.0,0.0,0.0,133.36579062,0.0,26.0,33.591716314,0.9196337236440922,0,0,0,0,0,0,0
0,HomeImp,Other,18.0,0.0,0.0,203.02399137,0.0,17.0,34.553305392,0.6556381590148119,0,0,0,0,0,0,0
0,HomeImp,Self,13.0,0.0,0.0,3.0443841399,,8.0,21.05764132,0.470073817750963,0,0,0,0,1,0,0
0,DebtCon,Mgr,6.0,,4.0,105.9346916,2.0,11.0,40.70254787,0.918593946947273,0,0,1,0,0,0,0
0,HomeImp,ProfExe,20.0,0.0,0.0,244.36524652,0.0,11.0,25.003965494,0.4169095875318475,0,0,0,0,0,0,0
1,DebtCon,Other,5.0,1.0,0.0,145.76577376,0.0,9.0,24.605128805,0.8568192807879266,0,0,0,0,0,0,0
0,HomeImp,Mgr,14.0,0.0,0.0,60.634469798,1.0,9.0,31.688134282,0.9321672934886039,0,0,0,0,0,0,0
0,DebtCon,Mgr,7.0,,3.0,111.99885488,1.0,11.0,39.870340357,0.9016681178047735,0,0,1,0,0,0,0
1,HomeImp,Office,6.0,0.0,2.0,288.39505854,1.0,19.0,30.776027864,0.9130136081384596,0,0,0,0,0,0,0
0,HomeImp,Office,30.0,0.0,0.0,319.65197133,1.0,37.0,35.769425427,0.7526158985601517,0,0,0,0,0,0,0
0,DebtCon,Office,5.0,2.0,3.0,183.66666667,3.0,30.0,,0.9570980392156863,0,0,0,0,0,1,0
1,,Other,14.0,0.0,1.0,179.1,2.0,31.0,,0.7815013404825737,0,0,0,0,0,1,0
1,DebtCon,Other,3.0,0.0,0.0,144.42288892,0.0,18.0,31.539013395,0.8190817419569313,0,0,0,0,0,0,0
0,DebtCon,Other,10.5,0.0,0.0,171.46666667,5.0,22.0,,0.9447912087912088,0,0,0,0,0,1,0
0,HomeImp,Office,14.0,0.0,0.0,237.6478941,0.0,32.0,42.335573512,1.0290672621146237,0,0,0,0,0,0,0
0,HomeImp,Other,9.0,2.0,0.0,309.26449746,2.0,12.0,34.487188041,,0,0,0,0,0,0,1
0,HomeImp,Office,31.0,0.0,0.0,341.94497562,2.0,37.0,35.248897631,0.7952978372742255,0,0,0,0,0,0,0
0,DebtCon,,18.0,0.0,0.0,157.24366245,1.0,11.0,31.626821934,0.9632909820800397,1,0,0,0,0,0,0
1,HomeImp,Mgr,5.0,0.0,0.0,97.966666667,0.0,21.0,,0.7757575757575758,0,0,0,0,0,1,0
1,DebtCon,Other,6.5,0.0,1.0,91.966666667,3.0,17.0,,0.8648648648648649,0,0,0,0,0,1,0
1,HomeImp,ProfExe,9.0,0.0,0.0,165.96666667,2.0,9.0,,0.7767596566523605,0,0,0,0,0,1,0
1,HomeImp,Self,5.0,0.0,3.0,326.13333333,4.0,17.0,,,0,0,0,0,0,1,1
1,HomeImp,Self,15.0,0.0,0.0,160.33333333,2.0,11.0,,0.5586080586080586,0,0,0,0,0,1,0
1,HomeImp,ProfExe,2.0,0.0,0.0,75.866666667,,5.0,,0.8682170542635659,0,0,0,0,1,1,0
1,HomeImp,Other,2.0,0.0,0.0,28.966666667,4.0,12.0,,0.5187713310580204,0,0,0,0,0,1,0
1,DebtCon,ProfExe,10.0,0.0,0.0,106.83333333,0.0,36.0,,0.6624433497536946,0,0,0,0,0,1,0
1,DebtCon,Other,21.0,0.0,0.0,172.03333333,0.0,16.0,,0.6302979373567609,0,0,0,0,0,1,0
1,HomeImp,Other,0.3,0.0,1.0,91.133333333,0.0,6.0,,0.6813996316758748,0,0,0,0,0,1,0
1,HomeImp,Other,14.0,0.0,1.0,88.533333333,2.0,15.0,,0.8448048048048048,0,0,0,0,0,1,0
0,DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,,0.22788424437299035,0,0,0,0,0,1,0
0,DebtCon,Other,3.0,,,171.76666667,,35.0,,0.93,0,0,1,1,1,1,0
0,DebtCon,Other,13.0,0.0,0.0,209.96666667,3.0,16.0,,0.9293238095238096,0,0,0,0,0,1,0
0,HomeImp,Mgr,6.0,,,165.43333333,,9.0,,,0,0,1,1,1,1,1
0,DebtCon,Office,24.0,0.0,1.0,232.33333333,1.0,29.0,,0.711864406779661,0,0,0,0,0,1,0
0,HomeImp,ProfExe,8.0,0.0,0.0,165.71489362,0.0,34.0,,0.8275862068965517,0,0,0,0,0,1,0
0,DebtCon,Office,9.0,0.0,0.0,215.03333333,3.0,29.0,,0.8525436087273544,0,0,0,0,0,1,0
0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,,0.8959034287915757,0,0,0,0,0,1,0
0,HomeImp,Office,0.0,0.0,1.0,346.96666667,0.0,16.0,,0.6979166666666666,0,0,0,0,0,1,0
0,HomeImp,ProfExe,12.0,0.0,2.0,176.53333333,0.0,28.0,,0.8341056533827618,0,0,0,0,0,1,0
0,HomeImp,Other,23.0,0.0,1.0,121.73333333,0.0,23.0,,0.8777843137254902,0,0,0,0,0,1,0
0,HomeImp,,28.0,0.0,0.0,206.96666667,1.0,5.0,,,1,0,0,0,0,1,1
0,,Other,12.0,0.0,0.0,257.7,0.0,27.0,,0.9315,0,0,0,0,0,1,0
0,HomeImp,Other,0.9,0.0,0.0,247.56666667,0.0,11.0,,0.6465322580645161,0,0,0,0,0,1,0
0,HomeImp,ProfExe,5.0,0.0,1.0,419.03333333,1.0,43.0,,0.9076217948717948,0,0,0,0,0,1,0
0,HomeImp,Office,6.0,0.0,0.0,192.76666667,1.0,56.0,,0.8969423844837422,0,0,0,0,0,1,0
0,HomeImp,Other,3.0,0.0,2.0,185.7,0.0,13.0,,0.7631952662721894,0,0,0,0,0,1,0
0,HomeImp,ProfExe,1.0,0.0,0.0,72.033333333,1.0,20.0,,0.9034907597535934,0,0,0,0,0,1,0
0,DebtCon,Office,10.0,0.0,0.0,148.16666667,1.0,13.0,,0.725958485958486,0,0,0,0,0,1,0
0,,Office,16.0,1.0,0.0,258.73333333,0.0,16.0,,0.9447415329768271,0,0,0,0,0,1,0
0,DebtCon,ProfExe,13.0,0.0,0.0,182.63333333,2.0,18.0,,0.8818317353187994,0,0,0,0,0,1,0
0,DebtCon,ProfExe,20.0,0.0,2.0,398.8,1.0,12.0,,0.29304029304029305,0,0,0,0,0,1,0
1,DebtCon,Mgr,11.0,1.0,0.0,31.4,3.0,5.0,,,0,0,0,0,0,1,1
1,HomeImp,Other,5.0,3.0,3.0,234.33333333,3.0,17.0,,0.2862793106695546,0,0,0,0,0,1,0
1,HomeImp,Office,5.0,0.0,2.0,186.0,1.0,10.0,,0.8232543661971831,0,0,0,0,0,1,0
1,DebtCon,Other,5.0,,1.0,97.4,4.0,30.0,,0.9,0,0,1,0,0,1,0
1,DebtCon,Office,3.0,0.0,0.0,20.233333333,2.0,6.0,,0.9239464285714286,0,0,0,0,0,1,0
1,HomeImp,Office,7.2,0.0,1.0,80.1,1.0,12.0,,0.8760923076923077,0,0,0,0,0,1,0
1,HomeImp,Mgr,17.6,0.0,0.0,171.43333333,0.0,24.0,,0.8204633204633205,0,0,0,0,0,1,0
1,DebtCon,Office,8.0,0.0,0.0,80.1,3.0,21.0,,0.8733067729083666,0,0,0,0,0,1,0
1,HomeImp,ProfExe,2.0,0.0,0.0,205.96666667,1.0,23.0,,0.8765676567656766,0,0,0,0,0,1,0
1,HomeImp,Other,,0.0,3.0,190.73333333,1.0,12.0,,0.8428571428571429,0,1,0,0,0,1,0
1,HomeImp,Other,15.0,2.0,2.0,194.8,0.0,39.0,,1.0017024174327545,0,0,0,0,0,1,0
1,DebtCon,Other,,3.0,0.0,79.1,2.0,9.0,,0.6143501326259947,0,1,0,0,0,1,0
1,DebtCon,Sales,30.0,0.0,0.0,325.63333333,1.0,24.0,,0.7069529575452187,0,0,0,0,0,1,0
1,DebtCon,Other,4.0,0.0,0.0,275.9,0.0,19.0,,0.9725092936802974,0,0,0,0,0,1,0
1,DebtCon,Other,2.0,0.0,0.0,26.366666667,3.0,2.0,,0.9375,0,0,0,0,0,1,0
1,DebtCon,Other,25.0,,10.0,205.23333333,3.0,26.0,,0.8865030674846626,0,0,1,0,0,1,0
1,DebtCon,Other,9.0,3.0,1.0,152.13333333,2.0,51.0,,0.8011866359447004,0,0,0,0,0,1,0
1,,Mgr,1.0,9.0,4.0,132.9,4.0,29.0,,1.1451376146788992,0,0,0,0,0,1,0
1,HomeImp,Other,5.0,2.0,0.0,15.233333333,0.0,1.0,,0.9901104334926653,0,0,0,0,0,1,0
1,DebtCon,Other,24.0,0.0,0.0,268.83333333,1.0,16.0,,0.5409053497942387,0,0,0,0,0,1,0
1,HomeImp,Office,4.5,5.0,1.0,122.83333333,,17.0,,0.8827951988661529,0,0,0,0,1,1,0
1,HomeImp,Mgr,3.5,4.0,5.0,205.06666667,2.0,39.0,,,0,0,0,0,0,1,1
1,DebtCon,ProfExe,19.0,0.0,0.0,285.1,2.0,7.0,,,0,0,0,0,0,1,1
1,,Other,15.0,2.0,2.0,108.93333333,3.0,31.0,,,0,0,0,0,0,1,1
1,DebtCon,Other,16.0,1.0,3.0,123.76666667,2.0,22.0,,0.9181818181818182,0,0,0,0,0,1,0
1,,ProfExe,0.9,0.0,0.0,112.6,0.0,15.0,,0.979474358974359,0,0,0,0,0,1,0
1,DebtCon,ProfExe,15.0,2.0,0.0,90.3,1.0,4.0,,0.8162438194050418,0,0,0,0,0,1,0
1,HomeImp,Other,3.0,0.0,0.0,288.16666667,1.0,3.0,,0.9354166666666667,0,0,0,0,0,1,0
0,HomeImp,Office,1.0,0.0,1.0,337.6899717,0.0,16.0,41.447505948,0.7042288914417002,0,0,0,0,0,0,0
0,DebtCon,Office,4.0,0.0,1.0,104.69524068,3.0,12.0,39.049359218,0.8995989468528043,0,0,0,0,0,0,0
0,HomeImp,ProfExe,6.0,0.0,1.0,421.36287218,1.0,42.0,30.606998702,0.9138307737255948,0,0,0,0,0,0,0
1,DebtCon,Other,13.0,0.0,0.0,118.66666667,6.0,15.0,,0.6686046511627907,0,0,0,0,0,1,0
0,DebtCon,ProfExe,14.0,0.0,0.0,207.61730644,3.0,31.0,38.867949083,1.0270236681488027,0,0,0,0,0,0,0
0,DebtCon,Self,5.0,0.0,1.0,160.6678931,0.0,19.0,33.920044393,0.9578565555188393,0,0,0,0,0,0,0
0,DebtCon,Other,15.0,0.0,0.0,84.123450947,0.0,12.0,31.267318776,1.0051273121275444,0,0,0,0,0,0,0
0,HomeImp,ProfExe,2.0,0.0,0.0,123.16918276,0.0,14.0,27.84508378,0.5778463648834019,0,0,0,0,0,0,0
0,HomeImp,Mgr,21.0,0.0,1.0,234.59177844,0.0,18.0,36.594664037,1.0180935811738852,0,0,0,0,0,0,0
0,DebtCon,Other,13.0,0.0,0.0,219.38527843,2.0,16.0,40.75164798,0.9249245283018868,0,0,0,0,0,0,0
0,HomeImp,Other,9.0,0.0,0.0,67.38706567,0.0,3.0,35.690193036,0.901450070709416,0,0,0,0,0,0,0
0,DebtCon,Office,6.0,1.0,1.0,203.69956292,3.0,29.0,37.669305127,0.8935576192979382,0,0,0,0,0,0,0
1,DebtCon,Other,,1.0,0.0,122.3,1.0,5.0,,,0,1,0,0,0,1,1
0,DebtCon,Sales,8.0,0.0,0.0,131.40418009,0.0,35.0,28.443810481,0.9318757657582643,0,0,0,0,0,0,0
0,DebtCon,Mgr,1.0,0.0,0.0,73.160447708,1.0,23.0,38.331255722,0.927204270520419,0,0,0,0,0,0,0
0,DebtCon,ProfExe,0.0,0.0,0.0,66.357590464,2.0,23.0,35.2377013,0.7357479072971314,0,0,0,0,0,0,0
0,DebtCon,Other,16.0,0.0,4.0,220.7609123,0.0,36.0,24.01951269,0.8358907294391166,0,0,0,0,0,0,0
0,HomeImp,Other,29.0,0.0,3.0,189.92452243,1.0,24.0,34.61045543,0.9773844782471174,0,0,0,0,0,0,0
1,DebtCon,Other,4.0,,4.0,128.86666667,5.0,24.0,,0.95,0,0,1,0,0,1,0
0,DebtCon,Other,2.0,,,170.7224523,,34.0,29.206752832,1.001141697323354,0,0,1,1,1,0,0
0,DebtCon,Office,14.0,0.0,0.0,77.117090664,0.0,8.0,25.042596687,0.9140843678993644,0,0,0,0,0,0,0
0,HomeImp,Other,5.0,0.0,1.0,252.25289259,1.0,16.0,38.727417297,0.8890059519737292,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,0.0,0.0,91.095794879,0.0,20.0,37.133107539,1.0727641401091013,0,0,0,0,0,0,0
0,DebtCon,,5.0,0.0,0.0,205.73712524,0.0,15.0,30.798763531,0.9194852242360544,1,0,0,0,0,0,0
0,HomeImp,Other,16.0,1.0,0.0,175.55557129,0.0,29.0,26.900320998,0.7358317176765922,0,0,0,0,0,0,0
0,DebtCon,Other,8.0,0.0,0.0,199.35052965,1.0,20.0,32.033628789,0.7568176145974876,0,0,0,0,0,0,0
0,HomeImp,Other,4.0,0.0,1.0,244.62436764,1.0,15.0,38.117306388,0.963468971818118,0,0,0,0,0,0,0
0,HomeImp,Other,0.0,0.0,0.0,99.816258251,1.0,7.0,38.370539706,0.8850709185642609,0,0,0,0,0,0,0
0,DebtCon,Office,5.0,0.0,0.0,85.635235028,1.0,14.0,24.534325065,0.898616001965441,0,0,0,0,0,0,0
0,DebtCon,Other,13.0,0.0,0.0,206.799179,3.0,16.0,40.569897059,0.9374574130772515,0,0,0,0,0,0,0
0,HomeImp,Office,4.0,0.0,0.0,189.36630726,0.0,56.0,33.971221884,0.9340918922611051,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,1.0,0.0,191.73333333,2.0,13.0,,0.9508771929824561,0,0,0,0,0,1,0
0,,Office,15.0,0.0,0.0,263.2869775,0.0,16.0,36.827785946,0.9842838016398751,0,0,0,0,0,0,0
0,DebtCon,Other,16.0,,,153.11813626,3.0,15.0,25.119955899,0.8260692381359904,0,0,1,1,0,0,0
1,HomeImp,ProfExe,12.0,0.0,8.0,122.84395119,0.0,36.0,36.122885906,0.7537537537537538,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,107.52855981,1.0,32.0,40.280974865,0.9353148614609572,0,0,0,0,0,0,0
0,DebtCon,Mgr,5.0,0.0,0.0,190.94593081,1.0,17.0,28.640823727,1.0058448215187357,0,0,0,0,0,0,0
0,DebtCon,Mgr,6.0,,,116.67936716,,23.0,42.775643911,0.8927526101961469,0,0,1,1,1,0,0
0,DebtCon,ProfExe,14.0,0.0,0.0,237.94813719,2.0,32.0,36.400946661,0.9794216261525566,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,104.83507193,1.0,32.0,38.376112633,1.0300517230091006,0,0,0,0,0,0,0
1,DebtCon,Other,13.0,0.0,3.0,118.69578554,2.0,23.0,,0.8433962518720401,0,0,0,0,0,1,0
0,HomeImp,ProfExe,6.0,0.0,0.0,100.62966346,0.0,34.0,37.361513569,0.8543686485223689,0,0,0,0,0,0,0
0,DebtCon,Mgr,5.0,,,125.29486665,,23.0,42.504613543,0.972502418129059,0,0,1,1,1,0,0
0,DebtCon,Office,4.0,1.0,2.0,170.28188255,2.0,29.0,38.62337208,1.0115195621073583,0,0,0,0,0,0,0
0,DebtCon,Office,14.0,0.0,0.0,113.63333333,0.0,24.0,,0.8240506329113924,0,0,0,0,0,1,0
0,HomeImp,Other,7.0,2.0,0.0,364.43094738,1.0,22.0,16.064245381,0.31944026482094495,0,0,0,0,0,0,0
0,DebtCon,,8.0,1.0,0.0,115.78062817,1.0,25.0,22.313705147,1.002384087108138,1,0,0,0,0,0,0
1,HomeImp,Other,,1.0,1.0,89.355474878,,7.0,39.15104729,0.6509000044226262,0,1,0,0,1,0,0
0,DebtCon,,3.0,0.0,0.0,193.5089634,0.0,16.0,29.087994721,0.994025614729662,1,0,0,0,0,0,0
0,DebtCon,Other,10.0,1.0,0.0,164.31789635,6.0,21.0,38.721321606,0.9645781300901293,0,0,0,0,0,0,0
0,DebtCon,,18.0,0.0,0.0,148.70447764,1.0,11.0,34.472204606,1.025692977540199,1,0,0,0,0,0,0
0,HomeImp,Other,9.0,0.0,0.0,92.907548338,0.0,3.0,36.845356693,1.0382115331042807,0,0,0,0,0,0,0
1,DebtCon,Self,3.0,0.0,0.0,149.87462567,2.0,26.0,43.197242061,0.9947239447889578,0,0,0,0,0,0,0
0,DebtCon,Other,8.0,0.0,0.0,259.16381964,0.0,14.0,21.253498139,0.3065949945089879,0,0,0,0,0,0,0
0,DebtCon,,19.0,0.0,0.0,158.18580391,1.0,12.0,32.49748842,0.9267587801387207,1,0,0,0,0,0,0
0,DebtCon,Other,9.0,0.0,0.0,168.74982105,4.0,21.0,39.698429807,0.9032267652099825,0,0,0,0,0,0,0
0,HomeImp,ProfExe,11.0,0.0,1.0,181.54292704,0.0,27.0,35.031650879,0.8496191665640557,0,0,0,0,0,0,0
0,HomeImp,Other,15.0,0.0,0.0,218.48175459,0.0,36.0,36.182192009,0.8925253948681815,0,0,0,0,0,0,0
0,HomeImp,ProfExe,3.0,0.0,0.0,95.35537249,0.0,33.0,39.391365195,0.8446351688193973,0,0,0,0,0,0,0
0,HomeImp,Other,,0.0,0.0,347.24501311,0.0,6.0,37.774681559,,0,1,0,0,0,0,1
0,DebtCon,Office,12.0,0.0,0.0,251.53333333,4.0,37.0,,0.9506666666666667,0,0,0,0,0,1,0
1,HomeImp,Other,1.0,0.0,0.0,58.895685895,0.0,7.0,57.995018623,0.6587321083488913,0,0,0,0,0,0,0
0,HomeImp,Other,2.0,0.0,1.0,189.69527288,0.0,13.0,29.133697408,0.7757677394800067,0,0,0,0,0,0,0
0,HomeImp,Other,17.0,0.0,0.0,203.73276258,0.0,16.0,34.435246045,0.7202668213457076,0,0,0,0,0,0,0
0,DebtCon,Office,16.0,0.0,0.0,87.825346176,0.0,9.0,24.479373218,0.9966941228851292,0,0,0,0,0,0,0
0,HomeImp,Other,,0.0,0.0,380.27804051,0.0,7.0,36.739820219,,0,1,0,0,0,0,1
0,DebtCon,Other,1.0,0.0,0.0,184.78841632,2.0,13.0,29.140031372,0.8918228546354917,0,0,0,0,0,0,0
0,DebtCon,Office,5.0,0.0,0.0,85.010052857,2.0,14.0,27.769438937,0.9068548705659284,0,0,0,0,0,0,0
0,HomeImp,Mgr,5.0,,,165.55319924,,9.0,23.886330813,,0,0,1,1,1,0,1
0,DebtCon,Office,1.0,0.0,0.0,163.08914819,1.0,21.0,37.973055369,1.087826272999572,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,190.64814501,1.0,17.0,34.192891589,1.0252651828169663,0,0,0,0,0,0,0
0,DebtCon,Office,7.0,0.0,0.0,217.23532123,3.0,28.0,41.511300788,0.8782485495930588,0,0,0,0,0,0,0
0,DebtCon,ProfExe,3.0,0.0,0.0,133.79051006,0.0,25.0,34.887236085,0.863485832200916,0,0,0,0,0,0,0
0,HomeImp,Other,11.0,0.0,1.0,109.32463871,3.0,34.0,37.291824994,0.8860244882341688,0,0,0,0,0,0,0
0,DebtCon,,19.0,0.0,0.0,157.51963708,1.0,11.0,33.992366066,0.9570445042026272,1,0,0,0,0,0,0
0,HomeImp,Other,13.0,0.0,0.0,222.36488939,1.0,36.0,34.925984254,0.8221183359304907,0,0,0,0,0,0,0
0,DebtCon,Mgr,2.0,0.0,0.0,82.507446213,2.0,24.0,39.53698719,0.9588430789492638,0,0,0,0,0,0,0
0,HomeImp,Other,28.0,1.0,3.0,184.34575081,0.0,24.0,34.634235614,0.9188452707001964,0,0,0,0,0,0,0
0,DebtCon,,3.0,0.0,0.0,220.82597888,0.0,15.0,30.633131002,0.9514388489208633,1,0,0,0,0,0,0
0,HomeImp,Other,4.0,0.0,0.0,243.6309162,1.0,16.0,36.574441888,0.9172483356869074,0,0,0,0,0,0,0
1,DebtCon,Other,1.5,0.0,1.0,99.433333333,2.0,32.0,,0.9126,0,0,0,0,0,1,0
0,HomeImp,Other,10.0,1.0,0.0,306.99220543,2.0,12.0,34.483878415,,0,0,0,0,0,0,1
0,DebtCon,Other,2.0,0.0,0.0,85.681205116,0.0,20.0,39.53639781,0.9101558638415659,0,0,0,0,0,0,0
0,DebtCon,Other,3.0,0.0,0.0,182.0920717,2.0,17.0,33.690785641,0.9748585297648099,0,0,0,0,0,0,0
0,HomeImp,Office,12.0,0.0,0.0,241.51415322,0.0,31.0,45.569842652,0.915157247010092,0,0,0,0,0,0,0
0,DebtCon,ProfExe,8.0,0.0,0.0,47.610677633,1.0,24.0,38.88482776,0.9951500744566034,0,0,0,0,0,0,0
0,,Other,12.0,0.0,0.0,260.79726222,0.0,27.0,27.942866028,0.9314141198082464,0,0,0,0,0,0,0
0,HomeImp,Other,19.0,0.0,0.0,190.08482952,0.0,28.0,24.602658554,0.7717289907982172,0,0,0,0,0,0,0
0,DebtCon,Other,3.0,,,,,,36.905414314,0.788588094525875,0,0,1,1,1,0,0
0,DebtCon,Office,11.0,0.0,0.0,245.01801188,4.0,37.0,41.423844135,0.980942331991611,0,0,0,0,0,0,0
0,DebtCon,Office,4.0,2.0,3.0,188.78007609,2.0,30.0,39.699980465,0.9635397864988913,0,0,0,0,0,0,0
0,DebtCon,Other,15.0,0.0,0.0,88.677328625,0.0,11.0,31.056436786,0.9104166666666667,0,0,0,0,0,0,0
0,HomeImp,Other,3.0,0.0,1.0,176.65689456,0.0,12.0,30.674205288,0.8314258900386364,0,0,0,0,0,0,0
1,DebtCon,Other,12.0,0.0,0.0,132.36666667,0.0,16.0,,0.8091954022988506,0,0,0,0,0,1,0
0,HomeImp,Mgr,21.0,1.0,0.0,231.60541135,1.0,18.0,36.439736731,0.9293301258327165,0,0,0,0,0,0,0
0,DebtCon,Other,10.0,0.0,0.0,167.42253971,4.0,21.0,41.974878281,0.8870492016357219,0,0,0,0,0,0,0
1,DebtCon,Other,12.0,0.0,0.0,105.07480159,6.0,15.0,41.262353472,0.734409999723459,0,0,0,0,0,0,0
0,DebtCon,Office,0.0,0.0,0.0,166.37415023,0.0,20.0,34.536411741,1.014665726324165,0,0,0,0,0,0,0
0,DebtCon,ProfExe,20.0,0.0,1.0,396.92626454,1.0,11.0,20.291988939,0.31497676566513694,0,0,0,0,0,0,0
0,HomeImp,Other,10.0,0.0,0.0,308.21326219,2.0,13.0,34.408948419,,0,0,0,0,0,0,1
0,HomeImp,Other,4.0,0.0,0.0,122.49607792,0.0,34.0,36.736870753,1.1165992286780047,0,0,0,0,0,0,0
0,DebtCon,,19.0,0.0,0.0,157.24655028,0.0,11.0,33.556312248,1.0163192651574857,1,0,0,0,0,0,0
0,HomeImp,Office,5.0,0.0,0.0,182.35389999,1.0,55.0,34.983459334,0.9189240386436826,0,0,0,0,0,0,0
0,HomeImp,Other,4.0,0.0,0.0,66.541057817,1.0,20.0,42.332124341,1.1505381303813038,0,0,0,0,0,0,0
0,HomeImp,Other,,0.0,0.0,367.23086382,0.0,7.0,36.842174626,,0,1,0,0,0,0,1
0,DebtCon,Other,8.0,0.0,0.0,258.55492784,0.0,14.0,20.260198049,0.2762502854532998,0,0,0,0,0,0,0
